172.25.2.20,53
172.25.2.27,53
172.25.2.23,80
172.25.2.9,8000
172.25.2.39,80
172.25.2.97,80
172.25.2.39,25
172.25.2.39,110
172.25.2.39,143
172.25.2.11,80
